,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1679,0999-QXNSA,1,1,0,1,7,1,0,0,0,0,0,0,0,0,0,1,3,45.75,344.2,0
2153,7978-DKUQH,0,0,1,0,25,1,0,1,0,0,2,0,0,0,0,1,2,74.6,1797.75,0
4048,6762-QVYJO,0,0,1,1,58,0,1,0,2,0,2,2,2,2,2,0,3,59.75,3624.35,0
943,6115-ZTBFQ,0,0,1,0,72,0,1,0,2,2,2,2,2,2,2,0,0,65.5,4919.7,0
836,8184-WMOFI,1,0,1,1,62,1,0,0,2,0,2,2,0,2,1,0,1,71.4,4487.3,0
6210,1042-HFUCW,0,0,0,1,25,1,0,0,0,2,0,2,0,0,1,1,1,54.75,1266.35,0
5227,4060-LDNLU,1,0,0,0,7,1,2,1,0,0,0,0,2,2,0,0,2,96.2,639.7,0
4769,2878-DHMIN,1,0,1,1,35,1,0,2,1,1,1,1,1,1,1,0,2,19.9,666.0,0
2125,8311-UEUAB,0,0,1,1,67,1,2,0,2,0,0,0,2,2,2,1,2,75.5,5229.45,0
4205,6427-FEFIG,0,0,1,1,24,1,2,0,2,0,2,0,2,2,2,0,1,78.6,1846.65,0
2759,1194-SPVSP,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.65,19.65,0
6394,2680-XKKNJ,0,0,0,0,8,1,0,0,2,2,0,2,0,0,1,0,0,58.2,469.25,0
6092,4024-CSNBY,0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,94.25,6849.75,0
1797,0839-QNXME,0,0,0,0,30,1,0,2,1,1,1,1,1,1,2,0,1,19.4,578.5,0
1444,5514-YQENT,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,4507.15,0
3620,9373-WSLOY,1,1,1,0,33,0,1,0,0,2,2,2,2,0,0,1,2,50.0,1750.85,0
3063,1666-JXLKU,0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.05,3810.55,0
5073,8050-WYBND,0,0,0,1,22,0,1,0,0,0,2,0,2,2,1,1,1,49.45,1031.4,0
5618,9932-WBWIK,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.35,215.25,0
187,8167-GJLRN,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,82.15,0
1046,0810-DHDBD,0,0,0,0,52,1,2,0,2,0,2,2,2,0,1,0,1,74.0,3877.65,0
2068,9079-LWTFD,1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,4669.2,0
1697,3795-GWTRD,0,0,1,1,63,1,0,0,2,2,2,2,2,0,2,0,1,75.55,4707.85,0
6405,5298-GSTLM,0,1,0,0,60,1,2,1,2,0,0,0,2,2,1,1,0,101.4,6176.6,0
2547,7963-SHNDT,0,0,0,0,52,0,1,0,2,2,0,2,0,0,2,0,3,39.1,1982.1,0
744,1635-FJFCC,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,44.05,202.15,0
2914,0484-FFVBJ,1,0,0,0,32,1,0,0,0,0,0,0,2,2,1,1,0,64.85,2010.95,0
3207,3694-GLTJM,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,1,19.65,92.05,0
682,4957-TREIR,1,0,0,0,3,1,0,0,2,0,0,2,2,0,0,1,1,64.4,195.65,0
5283,0997-YTLNY,0,0,0,1,19,1,0,0,0,0,0,2,0,0,0,0,3,48.8,953.65,0
4046,0440-QEXBZ,0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,1,3,50.15,2139.1,0
2403,0310-SUCIN,0,0,1,0,71,1,0,0,2,2,2,2,2,2,1,1,0,84.8,6046.1,0
3174,6968-MHOMU,1,0,1,0,58,0,1,0,0,0,0,0,2,2,1,1,1,45.0,2689.35,0
5814,0787-LHDYT,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,1,1,20.6,330.25,0
3814,6701-YVNQG,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,1,88.7,6301.7,0
2103,7206-PQBBZ,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,834.7,0
6919,5136-GFPMB,1,0,0,0,54,1,2,1,0,0,2,0,0,2,0,0,1,89.4,4869.5,0
3655,6878-GGDWG,0,0,1,0,32,1,0,2,1,1,1,1,1,1,0,0,0,19.4,641.15,0
7020,9837-FWLCH,1,0,1,1,12,1,0,2,1,1,1,1,1,1,0,1,2,19.2,239.0,0
6278,7208-PSIHR,0,0,1,0,70,1,2,1,0,0,2,2,2,2,2,1,0,104.3,7188.5,0
1440,7677-SJJJK,1,0,1,1,8,1,0,2,1,1,1,1,1,1,1,0,1,19.9,153.95,0
2199,8532-UEFWH,1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,25.75,1345.85,0
203,7018-WBJNK,1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,1033.95,0
1138,0774-IFUVM,1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,723.35,0
1610,3399-BMLVW,1,0,1,1,51,1,0,0,2,2,0,2,0,0,2,0,1,60.5,3121.45,0
1075,4194-WHFCB,0,0,1,1,59,1,2,1,0,2,0,2,0,2,0,1,0,96.65,5580.8,0
2938,5294-IMHHT,1,0,1,0,53,1,2,1,0,2,0,2,0,2,1,0,0,97.75,5043.2,0
6049,7634-HLQJR,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.05,1016.7,0
5078,9402-ROUMJ,0,0,1,1,67,1,2,1,2,0,2,2,0,2,1,1,0,100.25,6689.0,0
1190,6807-SIWJI,1,0,0,0,38,1,2,1,2,2,0,0,2,2,1,1,2,104.85,3887.25,0
1034,8146-QQKZH,0,0,1,0,71,1,0,0,2,0,2,2,2,2,2,0,0,81.85,5924.4,0
6679,4940-KHCWD,0,0,1,0,60,0,1,0,2,2,0,2,0,0,2,0,0,37.7,2288.7,0
5969,4673-KKSLS,0,0,0,0,31,1,0,1,2,0,2,2,0,0,0,0,2,87.6,2724.25,0
1937,0854-UYHZD,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,265.3,0
2472,3200-MNQTF,1,0,1,0,67,1,2,0,2,2,2,2,0,0,2,0,1,70.9,4677.1,0
1216,0040-HALCW,1,0,1,1,54,1,0,2,1,1,1,1,1,1,2,0,1,20.4,1090.6,0
4360,2675-OTVVJ,1,1,1,0,31,1,2,1,2,0,0,0,2,0,0,0,2,89.45,2807.65,0
1991,0607-MVMGC,1,0,1,1,45,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3600.65,0
94,9848-JQJTX,1,0,0,0,72,1,2,1,0,2,2,0,2,2,2,1,0,100.9,7459.05,0
6743,2740-JFBOK,1,0,0,0,10,1,2,2,1,1,1,1,1,1,0,1,2,24.0,226.55,0
2509,1926-QUZNN,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,25.25,1841.2,0
5907,0082-LDZUE,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,44.3,44.3,0
3754,7096-UCLNH,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0
5890,0383-CLDDA,0,0,0,0,69,1,2,0,2,0,2,2,2,2,2,1,1,85.35,5897.4,0
5754,1431-CYWMH,0,0,1,1,22,1,0,2,1,1,1,1,1,1,0,0,0,19.05,454.05,0
1591,8246-SHFGA,1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,385.55,0
5685,4475-NVTLU,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,2,19.2,903.7,0
6391,4000-VGMQP,1,0,1,1,38,1,2,0,0,2,2,0,2,2,1,0,1,78.95,2862.55,0
1128,0098-BOWSO,1,0,0,0,27,1,0,2,1,1,1,1,1,1,0,1,2,19.4,529.8,0
5519,2043-WVTQJ,1,0,1,0,1,1,0,0,2,0,2,0,0,0,0,0,3,55.7,55.7,0
4235,7629-WFGLW,0,1,1,0,56,1,2,1,2,2,2,2,0,0,1,0,2,95.65,5471.75,0
601,5173-ZXXXL,1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.95,47.7,0
5954,7395-XWZOY,1,0,0,0,20,0,1,0,2,2,2,2,2,0,0,1,1,55.0,1165.55,0
1587,5939-SXWHM,1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,26.3,1245.05,0
7000,0052-YNYOT,0,0,0,0,67,1,0,2,1,1,1,1,1,1,1,0,2,20.55,1343.4,0
1274,7182-OVLBJ,0,0,1,1,62,1,2,1,2,0,0,0,2,2,2,1,0,101.15,6638.35,0
1732,9705-IOVQQ,1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,0
6904,6211-WHMYA,0,1,0,0,64,0,1,0,0,2,0,2,2,0,0,1,2,43.85,2751.0,0
4824,3339-EAQNV,1,1,1,0,72,1,2,1,0,2,0,0,2,2,1,1,1,97.25,7133.1,0
331,9498-FIMXL,0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2,161.95,0
6308,5442-BHQNG,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,70.35,139.25,0
132,8587-XYZSF,1,0,0,0,67,1,0,0,0,0,0,2,0,0,2,0,0,50.55,3260.1,0
4692,0265-PSUAE,0,0,1,1,16,1,0,1,2,0,2,0,2,2,0,0,0,100.7,1522.7,0
6429,6332-FBZRI,1,0,1,1,67,1,2,0,2,2,2,2,0,0,1,1,1,69.35,4653.25,0
3290,7075-BNDVQ,0,0,0,0,4,0,1,0,2,0,2,0,0,0,0,0,3,35.0,135.75,0
2513,9565-AXSMR,1,0,1,1,52,1,0,2,1,1,1,1,1,1,2,0,3,19.2,1054.75,0
3118,2122-SZZZD,1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,1,19.5,835.5,0
2722,4635-EJYPD,1,0,1,1,32,1,0,2,1,1,1,1,1,1,2,0,3,18.95,613.95,0
2601,7730-CLDSV,0,0,1,1,72,1,2,1,0,2,2,2,0,2,2,1,0,98.65,7129.45,0
5305,9027-TMATR,0,0,1,0,43,1,0,0,2,0,2,2,2,2,2,1,2,78.8,3460.3,0
2413,7021-XSNYE,1,0,1,1,7,0,1,0,2,0,2,2,0,2,2,0,1,49.65,305.55,0
5642,2320-TZRRH,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,0,3,19.5,403.15,0
6618,8404-FYDIB,1,0,0,0,26,1,2,1,2,2,0,0,0,0,0,1,1,86.65,2208.75,0
5327,1270-XKUCC,0,0,1,1,30,1,0,2,1,1,1,1,1,1,2,0,3,19.7,599.25,0
1470,6979-TNDEU,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85,0
2864,1564-HJUVY,1,0,0,0,4,1,0,0,0,2,0,2,2,0,0,1,0,63.75,226.2,0
6117,3308-DGHKL,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,19.3,1447.9,0
6200,7328-ZJAJO,0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1222.65,0
3461,8400-WZICQ,0,0,1,1,55,1,0,0,2,2,0,0,0,0,0,0,2,55.7,3131.8,0
5567,8133-ANHHJ,0,1,0,0,49,1,2,1,2,2,2,2,0,2,1,0,0,103.0,5166.2,0
237,9903-LYSAB,1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,1305.95,0
2154,4335-UPJSI,0,0,0,1,24,1,0,2,1,1,1,1,1,1,2,0,3,19.75,498.1,0
6147,6383-ZTSIW,0,1,1,0,39,1,0,1,2,2,0,0,2,2,1,0,3,99.1,3877.95,0
6046,2959-FENLU,0,0,0,0,9,1,0,1,0,0,2,0,0,2,0,1,1,85.3,781.4,0
5289,3642-GKTCT,0,0,0,0,61,1,2,1,2,2,2,2,2,2,1,1,3,115.1,6993.65,0
695,2480-JZOSN,0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.65,20.65,0
2301,4813-HQMGZ,0,0,1,0,8,1,2,1,0,0,0,2,0,2,0,1,2,90.25,743.75,0
4423,5951-AOFIH,1,0,0,0,33,1,0,0,0,2,2,0,2,0,0,1,1,66.4,2245.4,0
590,0619-OLYUR,1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,111.9,8071.05,0
415,7916-VCCPB,0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,73.25,1195.75,0
1451,6890-PFRQX,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,1199.4,0
4750,0373-AIVNJ,1,0,0,0,9,0,1,0,2,2,2,0,0,0,1,0,3,39.55,373.0,0
304,2240-HSJQD,1,0,0,1,38,1,2,1,0,2,0,0,0,0,0,1,3,81.85,3141.7,0
3650,5699-BNCAS,1,1,0,0,71,1,2,2,1,1,1,1,1,1,2,1,3,24.65,1766.75,0
3161,1345-ZUKID,1,0,0,0,14,1,0,2,1,1,1,1,1,1,1,0,3,19.35,324.8,0
282,2080-SRCDE,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,25.4,0
3813,6837-HAEVO,1,0,1,1,69,1,2,1,0,2,2,0,2,2,2,1,2,105.0,7297.75,0
1992,3365-SAIGS,0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,1329.15,0
2738,2351-BKRZW,0,0,1,1,43,1,0,0,2,0,2,0,2,2,2,0,0,75.2,3254.35,0
1103,7722-CVFXN,1,0,1,1,54,1,2,1,0,2,0,2,2,2,1,1,2,105.2,5637.85,0
5126,4188-FRABG,1,0,1,0,57,1,2,1,2,2,2,2,2,0,0,1,2,103.05,5925.75,0
4931,4298-OYIFC,1,0,1,0,15,1,2,1,0,0,2,2,2,2,0,1,2,103.45,1539.8,0
838,6092-QZVPP,1,0,0,0,36,1,0,0,2,0,2,2,2,2,0,1,1,79.2,2854.95,0
4114,1574-DYCWE,0,0,1,1,51,1,0,2,1,1,1,1,1,1,2,0,3,19.95,1028.75,0
1775,2307-FYNNL,1,1,0,0,65,1,2,1,2,0,2,2,2,2,2,1,2,109.05,7108.2,0
1825,5423-BHIXO,0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,1739.6,0
815,3196-NVXLZ,0,0,0,0,25,1,2,1,0,0,0,0,2,0,0,1,3,84.6,2088.05,0
5828,0402-OAMEN,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,24.45,1709.1,0
360,9294-TDIPC,1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,83.75,0
5484,4419-UJMUS,1,0,1,1,69,1,2,1,0,0,0,2,2,2,2,1,2,99.35,6856.45,0
2847,6985-HAYWX,0,0,1,0,26,1,2,1,0,2,0,0,0,0,0,0,0,79.3,2015.8,0
1257,0723-VSOBE,0,1,0,0,45,0,1,0,0,0,0,0,0,2,1,0,2,34.2,1596.6,0
5703,0795-XCCTE,1,1,0,0,72,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1809.35,0
4387,5868-YTYKS,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,20.25,20.25,0
3891,7995-ZHHNZ,1,0,1,0,42,1,2,0,2,0,0,0,0,0,1,0,1,56.1,2386.85,0
1672,4737-AQCPU,1,0,1,1,72,1,2,0,2,2,2,2,0,0,2,0,1,72.1,5016.65,0
4803,3717-LNXKW,1,0,1,0,38,1,2,1,2,0,0,0,2,0,0,0,0,91.7,3479.05,0
4018,2969-WGHQO,0,0,1,1,7,1,0,0,2,2,2,0,2,0,1,0,2,69.45,477.05,0
3804,9773-PEQBZ,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,0,2,79.85,797.25,0
3453,0326-VDYXE,0,0,1,0,70,1,2,1,0,0,2,0,2,2,1,1,2,97.65,6982.5,0
404,5495-GPSRW,1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,19.7,419.4,0
2220,2234-EOFPT,1,0,1,0,72,1,0,0,2,2,0,2,2,2,2,1,0,79.35,5753.25,0
6122,7609-NRNCA,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.55,280.85,0
6519,4184-VODJZ,1,0,1,1,63,1,2,1,0,2,0,0,0,2,1,1,2,91.35,5764.7,0
3220,8205-VSLRB,1,0,1,0,70,1,2,0,2,0,2,2,0,2,2,0,1,77.3,5498.2,0
6849,5060-TQUQN,1,0,1,1,30,1,2,1,0,2,0,2,0,0,0,1,0,83.55,2570.2,0
5574,5546-BYZSM,0,0,0,0,41,1,0,2,1,1,1,1,1,1,0,0,2,20.45,775.6,0
5145,3727-OVPRY,1,0,1,1,66,1,2,2,1,1,1,1,1,1,1,1,1,25.7,1714.55,0
1803,2773-MADBQ,0,0,0,0,36,0,1,0,2,2,2,2,0,2,2,1,3,53.1,1901.25,0
922,4301-VVZKA,1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,2,75.4,1189.4,0
6013,5671-UUNXD,0,1,1,0,50,1,2,1,0,0,0,2,2,2,1,1,2,100.65,5189.75,0
5167,4188-PCPIG,0,0,1,0,57,1,0,0,2,2,0,2,2,0,2,1,1,70.35,4124.65,0
617,7134-MJPDY,0,1,0,0,66,1,2,1,0,0,2,2,2,2,1,1,1,102.85,6976.75,0
3720,1097-FSPVW,0,0,0,0,42,1,0,0,2,0,2,0,0,0,0,0,1,54.55,2455.05,0
526,8606-CIQUL,1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8399.15,0
67,3410-YOQBQ,0,0,0,0,31,1,0,0,0,2,2,2,2,2,2,0,3,79.2,2497.2,0
1021,3422-WJOYD,1,0,1,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.35,1426.45,0
1885,7217-JYHOQ,1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,1706.45,0
2988,6295-OSINB,1,0,1,0,72,1,2,1,2,2,2,0,2,2,2,1,2,109.65,7880.25,0
65,5122-CYFXA,0,0,0,0,3,1,0,0,0,2,0,2,2,2,0,1,2,75.3,244.1,0
321,9880-TDQAC,0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,4264.0,0
3765,1814-DKOLC,0,0,0,0,5,1,2,2,1,1,1,1,1,1,0,0,3,25.45,134.75,0
2702,1942-OQFRW,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,44.0,0
6649,4020-KIUDI,1,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,1,19.85,138.85,0
5082,8779-YIQQA,1,0,1,1,21,1,0,2,1,1,1,1,1,1,1,0,3,19.8,350.1,0
6694,4526-RMTLL,1,0,1,1,8,1,2,0,2,2,0,2,0,2,2,1,1,76.15,645.8,0
3203,5879-HMFFH,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,0,0,88.05,6520.8,0
5031,8118-TJAFG,1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,906.85,0
5101,6591-QGOYB,1,0,0,0,17,1,2,1,2,2,2,2,2,0,0,1,0,106.65,1672.1,0
4280,9135-HSWOC,1,0,1,1,64,1,0,2,1,1,1,1,1,1,2,1,0,19.7,1274.05,0
2460,2230-XTUWL,0,0,1,1,48,1,0,2,1,1,1,1,1,1,2,0,3,19.55,883.35,0
255,4111-BNXIF,0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,4103.9,0
5290,0774-RMNUW,0,0,1,1,71,0,1,0,2,2,0,2,2,2,2,0,0,59.7,4122.65,0
3827,6870-ECSHE,0,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,20.45,34.8,0
5128,4128-ETESU,0,1,1,0,47,1,2,1,0,0,2,0,2,2,0,0,2,99.7,4747.2,0
3570,6696-YDAYZ,1,0,1,1,16,1,0,2,1,1,1,1,1,1,2,0,3,20.5,290.55,0
3663,4633-MKHYU,0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,3,88.4,788.6,0
6585,4955-VCWBI,0,0,1,1,43,1,0,2,1,1,1,1,1,1,1,0,3,20.0,817.95,0
643,4908-XAXAY,0,1,0,0,49,1,0,1,0,2,2,0,0,2,1,1,0,89.85,4287.2,0
2994,8046-DNVTL,1,0,1,0,62,0,1,0,2,2,0,2,0,0,2,1,1,38.6,2345.55,0
897,0678-RLHVP,0,0,0,0,53,1,2,1,0,2,2,0,2,2,2,0,2,105.55,5682.25,0
6572,6258-PVZWJ,1,0,1,0,68,1,2,0,2,2,2,2,2,2,2,1,1,90.8,6302.85,0
313,2799-ARNLO,0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,341.6,0
1623,6035-RIIOM,0,0,0,0,54,1,2,1,0,2,0,0,2,2,2,1,0,97.2,5129.45,0
1962,3511-APPBJ,1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,2292.75,0
3483,4465-VDKIQ,0,0,0,0,18,1,0,1,0,2,2,0,0,0,0,0,2,77.8,1358.6,0
4197,5934-RMPOV,0,0,0,1,22,1,2,1,0,0,0,0,0,2,0,1,2,84.75,1816.75,0
4656,9800-ONTFE,0,0,1,1,22,1,2,1,0,0,0,0,0,0,0,1,0,75.8,1615.1,0
2525,3133-PZNSR,1,0,1,1,72,1,2,1,2,2,0,2,0,2,2,1,1,97.75,6991.6,0
2067,4832-VRBMR,1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,6792.45,0
6406,4450-YOOHP,0,0,0,0,39,0,1,0,0,0,2,0,2,2,0,1,1,50.65,1905.4,0
4890,3162-ZJZFU,1,0,1,1,53,1,0,1,0,2,0,2,2,0,0,1,2,92.55,4779.45,0
286,3808-HFKDE,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35,927.15,0
121,2928-HLDBA,0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,20.7,112.75,0
4817,6654-QGBZZ,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,19.9,0
6063,0613-WUXUM,0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,19.2,1401.4,0
2385,5156-UMKOW,0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,3,29.65,90.05,0
5822,9112-WSNPU,0,1,0,0,35,1,0,1,0,0,0,0,0,0,0,0,2,70.55,2419.0,0
564,7319-VENRZ,1,0,0,0,7,1,0,0,0,0,2,2,2,0,0,0,0,64.3,445.95,0
4788,9102-OXKFY,1,0,0,0,59,1,2,0,0,0,2,0,0,0,2,0,1,54.15,3116.15,0
1682,9225-BZLNZ,1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,85.25,6083.1,0
2238,1393-IMKZG,0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,2,95.85,95.85,0
6897,2363-BJLSL,1,0,0,0,62,1,0,0,0,2,2,2,2,2,0,1,0,80.4,4981.15,0
2648,6131-FOYAS,1,0,0,0,35,1,2,0,2,0,2,0,0,0,0,1,2,59.6,2094.9,0
2162,6635-CPNUN,1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,96.6,2684.35,0
5032,5429-LWCMV,0,0,0,0,12,1,2,1,0,2,0,0,0,2,0,1,2,89.15,1057.55,0
2585,9624-EGDEQ,0,0,0,0,37,1,0,2,1,1,1,1,1,1,2,0,3,19.8,813.3,0
1877,7873-CVMAW,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,6362.35,0
1611,1971-DTCZB,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,90.95,6468.6,0
3786,0064-YIJGF,1,0,1,1,27,1,2,1,0,0,0,0,0,0,0,1,0,75.75,1929.0,0
930,5146-CBVOE,0,0,0,0,16,1,0,1,0,2,0,0,0,0,0,0,0,75.1,1212.85,0
4229,5451-YHYPW,0,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,8443.7,0
6253,6128-DAFVY,0,0,0,0,56,0,1,0,0,0,0,0,2,2,0,1,1,44.85,2564.95,0
2399,7176-WIONM,0,0,1,0,12,0,1,0,0,0,2,0,2,2,0,1,0,49.85,617.15,0
1109,3391-JSQEW,1,0,1,0,40,1,0,0,0,2,0,0,0,0,0,1,3,50.15,2058.5,0
3968,7463-IFMQU,0,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,0,20.05,1423.65,0
2209,4365-MSDYN,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,161.15,0
5155,8294-UIMBA,0,0,0,0,30,1,0,1,0,0,0,2,2,2,1,1,0,94.4,2638.1,0
3416,0603-OLQDC,1,0,0,1,12,1,0,0,2,0,0,0,2,2,0,1,3,69.85,837.5,0
4299,2186-QZEYA,0,1,0,0,29,1,2,0,2,2,0,0,0,0,0,1,0,58.55,1718.95,0
5089,0277-BKSQP,1,0,1,1,8,1,0,0,0,0,0,0,2,0,0,1,2,54.4,475.1,0
6653,8799-OXZMD,0,0,0,0,28,0,1,0,0,0,2,0,0,0,0,1,3,29.75,790.7,0
169,1159-WFSGR,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,321.4,0
5353,8992-OBVDG,1,0,0,0,21,1,0,0,0,0,2,0,0,2,0,0,3,61.65,1393.6,0
1524,1656-DRSMG,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95,0
5104,1328-EUZHC,0,0,1,0,18,1,0,2,1,1,1,1,1,1,2,0,3,20.1,370.5,0
394,3951-NJCVI,0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,95.05,3944.5,0
4659,6616-AALSR,0,0,1,1,65,1,2,1,2,0,2,0,2,2,2,1,1,104.3,6725.3,0
4097,9974-JFBHQ,1,0,0,1,64,1,0,1,0,2,0,2,2,2,0,1,1,99.15,6171.2,0
4634,9426-SXNHE,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,0,18.75,53.15,0
4650,6509-TSGWN,0,0,1,1,37,1,2,2,1,1,1,1,1,1,0,0,3,26.45,911.6,0
2046,2538-OIMXF,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,24.7,0
5199,7245-JMTTQ,0,0,0,0,51,1,2,1,0,2,2,2,2,2,1,1,2,111.5,5703.25,0
1738,8646-JCOMS,0,0,1,0,66,1,2,1,0,2,2,2,0,0,1,1,0,90.55,6130.95,0
4626,0929-PECLO,0,1,0,0,63,1,2,1,0,0,2,0,0,2,0,1,0,89.6,5538.8,0
5169,7105-BENQF,1,0,0,1,15,1,0,0,2,0,2,0,0,2,1,0,3,64.85,950.75,0
3299,4282-MSACW,1,0,0,0,68,1,2,1,2,2,2,2,2,2,1,1,1,117.2,8035.95,0
310,1098-TDVUQ,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25,19.25,0
3934,1729-VLAZJ,0,0,0,1,10,0,1,0,2,2,0,2,0,0,1,0,3,40.25,411.45,0
1191,8221-HVAYI,1,0,1,1,35,1,2,0,2,2,2,2,0,0,2,1,1,69.15,2490.15,0
6803,5681-LLOEI,1,0,1,1,43,1,2,1,2,0,2,2,0,0,1,1,1,91.25,4013.8,0
1930,2792-VPPET,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,76.95,0
3883,8104-OSKWT,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,79.8,1001.2,0
2944,5311-IHLEI,1,0,0,0,12,0,1,0,2,2,0,2,2,0,0,1,0,50.95,605.75,0
3614,8039-EQPIM,1,0,1,0,69,0,1,0,2,0,2,2,2,2,2,0,0,60.25,4055.5,0
